	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_11472	Bacteria	Myxococcota	Polyangia	NA	NA	NA	NA
ASV_11473	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_11474	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	NA
ASV_11475	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11476	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_11477	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_11478	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_11479	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
ASV_11480	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_11481	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	HdN1	NA
ASV_11482	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_11483	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA
ASV_11484	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_11485	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11486	Bacteria	Patescibacteria	Microgenomatia	NA	NA	NA	NA
ASV_11487	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_11488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	NA
ASV_11489	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA
ASV_11490	Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus Competibacter	NA
ASV_11491	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
ASV_11492	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_11493	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11494	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_11495	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	NA
ASV_11496	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV_11497	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_11498	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_11499	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11500	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_11501	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_11502	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_11503	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_11504	Bacteria	WOR-1	NA	NA	NA	NA	NA
ASV_11505	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11506	Archaea	Altiarchaeota	Altiarchaeia	Altiarchaeales	Altiarchaeaceae	Candidatus Altiarchaeum	NA
ASV_11507	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11508	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus Hepatincola	NA	NA
ASV_11509	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11510	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_11511	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_11512	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11513	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11514	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	NA
ASV_11515	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11516	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA
ASV_11517	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA011-D5	NA	NA
ASV_11518	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_11519	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_11520	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11521	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_11522	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11523	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11524	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	NA	NA	NA
ASV_11525	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11526	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV_11527	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_11528	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11529	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Insolitispirillum	peregrinum
ASV_11531	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	NA	NA
ASV_11532	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11533	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11534	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_11535	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_11536	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11537	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11538	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA
ASV_11539	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_11540	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_11541	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_11542	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV_11543	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
ASV_11544	Bacteria	Sva0485	NA	NA	NA	NA	NA
ASV_11545	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_11546	Bacteria	Chloroflexi	Dehalococcoidia	FW22	NA	NA	NA
ASV_11547	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	CG1-02-57-44	NA	NA
ASV_11548	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11549	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_11550	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV_11551	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11552	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_11553	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_11554	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA
ASV_11555	Archaea	Altiarchaeota	Altiarchaeia	Altiarchaeales	Altiarchaeaceae	Candidatus Altiarchaeum	NA
ASV_11556	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	NA	NA	NA
ASV_11557	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_11558	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_11559	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11560	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11561	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_11562	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_11563	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA	NA
ASV_11564	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA	NA
ASV_11565	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV_11566	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11567	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11568	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11569	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	NA	NA	NA
ASV_11570	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_11571	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_11572	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	NA	NA	NA
ASV_11573	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_11574	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_11575	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_11576	Bacteria	Acidobacteriota	Subgroup 19	NA	NA	NA	NA
ASV_11577	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	NA	NA	NA
ASV_11578	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11579	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	NA	NA	NA
ASV_11580	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
ASV_11581	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_11582	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CG1-02-32-21	NA	NA
ASV_11583	Bacteria	Patescibacteria	Parcubacteria	32-520	NA	NA	NA
ASV_11584	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_11585	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA
ASV_11586	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11587	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_11588	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria	NA	NA	NA
ASV_11589	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	NA
ASV_11590	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11591	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_11592	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_11593	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
ASV_11594	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	NA	NA
ASV_11595	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	NA	NA	NA
ASV_11596	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV_11597	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11598	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_11599	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_11600	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_11601	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11602	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_11603	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	NA	NA	NA
ASV_11604	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_11605	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA011-D5	NA	NA
ASV_11606	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_11607	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11608	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	NA	NA	NA
ASV_11609	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	NA	NA	NA
ASV_11610	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA
ASV_11611	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_11612	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_11613	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11614	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11615	Bacteria	Patescibacteria	Parcubacteria	Candidatus Vogelbacteria	NA	NA	NA
ASV_11616	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA
ASV_11617	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_11618	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_11619	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_11620	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11621	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_11622	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11623	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
ASV_11624	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
ASV_11625	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_11626	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_11627	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
ASV_11628	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
ASV_11629	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	NA	NA
ASV_11630	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_11631	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11632	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA
ASV_11633	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	NA	NA
ASV_11634	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	NA
ASV_11635	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
ASV_11636	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV_11637	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11638	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_11639	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11640	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	PBS-18	NA	NA
ASV_11641	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_11642	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV_11643	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_11644	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_11645	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_11646	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA
ASV_11647	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_11648	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11649	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	NA	NA	NA
ASV_11650	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	NA	NA
ASV_11651	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11652	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA
ASV_11653	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV_11654	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_11655	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_11656	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV_11657	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11658	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV_11659	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11660	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
ASV_11661	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_11662	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_11663	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
ASV_11664	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58	NA
ASV_11665	Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	NA	NA	NA
ASV_11666	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11667	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11668	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
ASV_11669	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_11670	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_11671	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_11672	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_11673	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11674	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11675	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11676	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA
ASV_11677	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_11678	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_11679	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_11680	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR15	NA
ASV_11681	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_11682	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	NA
ASV_11683	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_11684	Archaea	Asgardarchaeota	Lokiarchaeia	NA	NA	NA	NA
ASV_11685	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_11686	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
ASV_11687	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_11688	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA
ASV_11689	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Cryptoprodotis	NA
ASV_11690	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11691	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA
ASV_11692	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	NA	NA	NA
ASV_11693	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11694	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11695	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_11696	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA	NA
ASV_11697	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11698	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV_11699	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11700	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA	NA
ASV_11701	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	NA
ASV_11702	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_11703	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11704	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_11705	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_11706	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_11707	Bacteria	WOR-1	NA	NA	NA	NA	NA
ASV_11708	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	NA	NA
ASV_11709	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_11710	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_11711	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_11712	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA
ASV_11713	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_11714	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV_11715	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11716	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11717	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_11718	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_11719	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11720	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_11721	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11722	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11723	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	NA	NA	NA
ASV_11724	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
ASV_11725	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_11726	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_11727	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11728	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Sva1033	NA	NA
ASV_11729	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	NA	NA	NA
ASV_11730	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11731	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_11732	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11733	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_11734	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_11735	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_11736	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_11737	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA	NA
ASV_11738	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_11739	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_11740	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA	NA
ASV_11741	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_11742	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_11743	Bacteria	Patescibacteria	ABY1	Candidatus Buchananbacteria	NA	NA	NA
ASV_11744	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	NA	NA	NA
ASV_11745	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_11746	Bacteria	NA	NA	NA	NA	NA	NA
ASV_11747	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_11748	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	gobiensis
ASV_11749	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
ASV_11750	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales	NA	NA	NA
ASV_11751	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA
ASV_11752	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV_11753	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
ASV_11754	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30	NA	NA
ASV_11755	Bacteria	Acidobacteriota	AT-s3-28	NA	NA	NA	NA
ASV_11756	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ganghwensis
ASV_11757	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holospora	NA
